"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
2031.95,250,"POS",4
2280.17,250,"POS",4
103.907,250,"POS",4
669.621,250,"POS",4
1396.97,250,"POS",4
432.945,250,"POS",4
484.898,250,"POS",4
940.933,250,"POS",4
248.222,250,"POS",4
733.119,250,"POS",4
1939.59,250,"POS",4
4346.76,250,"POS",4
363.673,250,"POS",4
75.0437,250,"POS",4
2280.17,250,"POS",4
490.671,250,"POS",4
1033.29,250,"POS",4
952.478,250,"POS",4
196.268,250,"POS",4
28.863,250,"POS",4
9715.28,250,"POS",4
4779.71,250,"POS",4
253.994,250,"POS",4
542.624,250,"POS",4
294.402,250,"POS",4
334.81,250,"POS",4
1033.29,250,"POS",4
115.452,250,"POS",4
369.446,250,"POS",4
727.347,250,"POS",4
710.029,250,"POS",4
432.945,250,"POS",4
346.356,250,"POS",4
721.574,250,"POS",4
2603.44,250,"POS",4
1160.29,250,"POS",4
7071.43,250,"POS",4
721.574,250,"POS",4
225.131,250,"POS",4
5391.6,250,"POS",4
161.633,250,"POS",4
7521.69,250,"POS",4
1223.79,250,"POS",4
9028.34,250,"POS",4
51.9533,250,"POS",4
1547.06,250,"POS",4
23.0904,250,"POS",4
710.029,250,"POS",4
271.312,250,"POS",4
496.443,250,"POS",4
300.175,250,"POS",4
2967.11,250,"POS",4
34.6356,250,"POS",4
236.676,250,"POS",4
917.842,250,"POS",4
57.7259,250,"POS",4
369.446,250,"POS",4
28.863,250,"POS",4
1789.5,250,"POS",4
1777.96,250,"POS",4
69.2711,250,"POS",4
23.0904,250,"POS",4
40.4082,250,"POS",4
640.758,250,"POS",4
2285.95,250,"POS",4
75.0437,250,"POS",4
1137.2,250,"POS",4
334.81,250,"POS",4
7966.18,250,"POS",4
121.224,250,"POS",4
282.857,250,"POS",4
1293.06,250,"POS",4
311.72,250,"POS",4
975.568,250,"POS",4
704.256,250,"POS",4
456.035,250,"POS",4
288.63,250,"POS",4
958.251,250,"POS",4
7608.28,250,"POS",4
259.767,250,"POS",4
588.805,250,"POS",4
5714.87,250,"POS",4
346.356,250,"POS",4
456.035,250,"POS",4
225.131,250,"POS",4
248.222,250,"POS",4
230.904,250,"POS",4
115.452,250,"POS",4
9524.78,250,"POS",4
23.0904,250,"POS",4
253.994,250,"POS",4
1096.79,250,"POS",4
744.665,250,"POS",4
144.315,250,"POS",4
225.131,250,"POS",4
23.0904,250,"POS",4
531.079,250,"POS",4
207.813,250,"POS",4
109.679,250,"POS",4
75.0437,250,"POS",4
23.0904,250,"POS",4
6505.71,250,"POS",4
5634.05,250,"POS",4
1137.2,250,"POS",4
1541.28,250,"POS",4
2072.36,250,"POS",4
28.863,250,"POS",4
888.98,250,"POS",4
640.758,250,"POS",4
1627.87,250,"POS",4
161.633,250,"POS",4
606.122,250,"POS",4
109.679,250,"POS",4
583.032,250,"POS",4
103.907,250,"POS",4
10061.6,250,"POS",4
115.452,250,"POS",4
357.901,250,"POS",4
121.224,250,"POS",4
1650.96,250,"POS",4
1495.1,250,"POS",4
5466.65,250,"POS",4
831.254,250,"POS",4
883.207,250,"POS",4
167.405,250,"POS",4
63.4985,250,"POS",4
196.268,250,"POS",4
300.175,250,"POS",4
1783.73,250,"POS",4
167.405,250,"POS",4
952.478,250,"POS",4
219.359,250,"POS",4
473.353,250,"POS",4
265.539,250,"POS",4
9207.29,250,"POS",4
450.262,250,"POS",4
242.449,250,"POS",4
392.536,250,"POS",4
594.577,250,"POS",4
796.618,250,"POS",4
277.085,250,"POS",4
69.2711,250,"POS",4
352.128,250,"POS",4
992.886,250,"POS",4
710.029,250,"POS",4
346.356,250,"POS",4
230.904,250,"POS",4
548.396,250,"POS",4
75.0437,250,"POS",4
23.0904,250,"POS",4
23.0904,250,"POS",4
57.7259,250,"POS",4
3965.77,250,"POS",4
28.863,250,"POS",4
121.224,250,"POS",4
138.542,250,"POS",4
138.542,250,"POS",4
23.0904,250,"POS",4
92.3615,250,"POS",4
23.0904,250,"POS",4
28.863,250,"POS",4
23.0904,250,"POS",4
34.6356,250,"POS",4
34.6356,250,"POS",4
40.4082,250,"POS",4
57.7259,250,"POS",4
329.038,250,"POS",4
334.81,250,"POS",4
57.7259,250,"POS",4
28.863,250,"POS",4
23.0904,250,"POS",4
69.2711,250,"POS",4
577.259,250,"POS",4
1870.32,250,"POS",4
5818.77,250,"POS",4
329.038,250,"POS",4
63.4985,250,"POS",4
46.1808,250,"POS",4
57.7259,250,"POS",4
109.679,250,"POS",4
57.7259,250,"POS",4
40.4082,250,"POS",4
86.5889,250,"POS",4
2101.22,250,"POS",4
277.085,250,"POS",4
138.542,250,"POS",4
75.0437,250,"POS",4
392.536,250,"POS",4
5253.06,250,"POS",4
421.399,250,"POS",4
167.405,250,"POS",4
34826.1,250,"POS",4
738.892,250,"POS",4
450.262,250,"POS",4
225.131,250,"POS",4
692.711,250,"POS",4
686.939,250,"POS",4
5824.55,250,"POS",4
738.892,250,"POS",4
461.808,250,"POS",4
992.886,250,"POS",4
6245.95,250,"POS",4
161.633,250,"POS",4
294.402,250,"POS",4
13404,250,"POS",4
1021.75,250,"POS",4
23.0904,250,"POS",4
340.583,250,"POS",4
1599.01,250,"POS",4
2851.66,250,"POS",4
808.163,250,"POS",4
363.673,250,"POS",4
577.259,250,"POS",4
28.863,250,"POS",4
34.6356,250,"POS",4
288.63,250,"POS",4
259.767,250,"POS",4
6742.39,250,"POS",4
178.95,250,"POS",4
155.86,250,"POS",4
23.0904,250,"POS",4
219.359,250,"POS",4
63.4985,250,"POS",4
1166.06,250,"POS",4
236.676,250,"POS",4
461.808,250,"POS",4
340.583,250,"POS",4
86.5889,250,"POS",4
808.163,250,"POS",4
1795.28,250,"POS",4
6344.08,250,"POS",4
663.848,250,"POS",4
225.131,250,"POS",4
7308.1,250,"POS",4
692.711,250,"POS",4
8370.26,250,"POS",4
334.81,250,"POS",4
1714.46,250,"POS",4
7429.33,250,"POS",4
69.2711,250,"POS",4
63.4985,250,"POS",4
40.4082,250,"POS",4
63.4985,250,"POS",4
46.1808,250,"POS",4
69.2711,250,"POS",4
2124.31,250,"POS",4
1425.83,250,"POS",4
138.542,250,"POS",4
161.633,250,"POS",4
92.3615,250,"POS",4
167.405,250,"POS",4
40.4082,250,"POS",4
34.6356,250,"POS",4
23.0904,250,"POS",4
86.5889,250,"POS",4
28.863,250,"POS",4
46.1808,250,"POS",4
28.863,250,"POS",4
34.6356,250,"POS",4
23.0904,250,"POS",4
23.0904,250,"POS",4
23.0904,250,"POS",4
23.0904,250,"POS",4
34.6356,250,"POS",4
432.945,250,"POS",4
1108.34,250,"POS",4
352.128,250,"POS",4
86.5889,250,"POS",4
456.035,250,"POS",4
167.405,250,"POS",4
23.0904,250,"POS",4
23.0904,250,"POS",4
34.6356,250,"POS",4
46.1808,250,"POS",4
57.7259,250,"POS",4
225.131,250,"POS",4
40.4082,250,"POS",4
98.1341,250,"POS",4
178.95,250,"POS",4
40.4082,250,"POS",4
40.4082,250,"POS",4
161.633,250,"POS",4
69.2711,250,"POS",4
28.863,250,"POS",4
63.4985,250,"POS",4
28.863,250,"POS",4
121.224,250,"POS",4
167.405,250,"POS",4
190.496,250,"POS",4
311.72,250,"POS",4
975.568,250,"POS",4
611.895,250,"POS",4
490.671,250,"POS",4
8531.89,250,"POS",4
432.945,250,"POS",4
1472.01,250,"POS",4
5253.06,250,"POS",4
513.761,250,"POS",4
531.079,250,"POS",4
265.539,250,"POS",4
1183.38,250,"POS",4
3198.02,250,"POS",4
46.1808,250,"POS",4
380.991,250,"POS",4
531.079,250,"POS",4
2632.3,250,"POS",4
196.268,250,"POS",4
2897.84,250,"POS",4
392.536,250,"POS",4
12237.9,250,"POS",4
554.169,250,"POS",4
92.3615,250,"POS",4
46.1808,250,"POS",4
282.857,250,"POS",4
138.542,250,"POS",4
640.758,250,"POS",4
207.813,250,"POS",4
767.755,250,"POS",4
375.219,250,"POS",4
969.796,250,"POS",4
8289.45,250,"POS",4
1137.2,250,"POS",4
11250.8,250,"POS",4
23.0904,250,"POS",4
438.717,250,"POS",4
1396.97,250,"POS",4
363.673,250,"POS",4
184.723,250,"POS",4
600.35,250,"POS",4
236.676,250,"POS",4
2003.09,250,"POS",4
946.705,250,"POS",4
11568.3,250,"POS",4
138.542,250,"POS",4
583.032,250,"POS",4
329.038,250,"POS",4
785.073,250,"POS",4
3094.11,250,"POS",4
432.945,250,"POS",4
40.4082,250,"POS",4
51.9533,250,"POS",4
150.087,250,"POS",4
51.9533,250,"POS",4
