"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
3001.75,500,"POS",5
1148.75,500,"POS",5
1899.18,500,"POS",5
640.758,500,"POS",5
40.4082,500,"POS",5
1887.64,500,"POS",5
767.755,500,"POS",5
409.854,500,"POS",5
2574.58,500,"POS",5
138.542,500,"POS",5
1073.7,500,"POS",5
242.449,500,"POS",5
421.399,500,"POS",5
11297,500,"POS",5
1829.91,500,"POS",5
202.041,500,"POS",5
790.845,500,"POS",5
121.224,500,"POS",5
369.446,500,"POS",5
715.802,500,"POS",5
571.487,500,"POS",5
352.128,500,"POS",5
871.662,500,"POS",5
1345.01,500,"POS",5
4519.94,500,"POS",5
17675.7,500,"POS",5
8491.49,500,"POS",5
294.402,500,"POS",5
2349.45,500,"POS",5
173.178,500,"POS",5
513.761,500,"POS",5
23.0904,500,"POS",5
28066.4,500,"POS",5
2164.72,500,"POS",5
2274.4,500,"POS",5
432.945,500,"POS",5
1627.87,500,"POS",5
1044.84,500,"POS",5
294.402,500,"POS",5
363.673,500,"POS",5
2037.73,500,"POS",5
507.988,500,"POS",5
10200.2,500,"POS",5
311.72,500,"POS",5
837.026,500,"POS",5
340.583,500,"POS",5
236.676,500,"POS",5
2499.53,500,"POS",5
559.942,500,"POS",5
3648.28,500,"POS",5
461.808,500,"POS",5
594.577,500,"POS",5
265.539,500,"POS",5
2297.49,500,"POS",5
3099.88,500,"POS",5
300.175,500,"POS",5
3261.52,500,"POS",5
456.035,500,"POS",5
288.63,500,"POS",5
167.405,500,"POS",5
894.752,500,"POS",5
577.259,500,"POS",5
819.708,500,"POS",5
1321.92,500,"POS",5
496.443,500,"POS",5
75.0437,500,"POS",5
167.405,500,"POS",5
178.95,500,"POS",5
98.1341,500,"POS",5
2499.53,500,"POS",5
109.679,500,"POS",5
935.16,500,"POS",5
248.222,500,"POS",5
57.7259,500,"POS",5
236.676,500,"POS",5
7862.27,500,"POS",5
6777.03,500,"POS",5
490.671,500,"POS",5
496.443,500,"POS",5
236.676,500,"POS",5
121.224,500,"POS",5
727.347,500,"POS",5
103.907,500,"POS",5
288.63,500,"POS",5
57.7259,500,"POS",5
196.268,500,"POS",5
305.947,500,"POS",5
432.945,500,"POS",5
4970.2,500,"POS",5
490.671,500,"POS",5
98.1341,500,"POS",5
190.496,500,"POS",5
9345.83,500,"POS",5
86.5889,500,"POS",5
1864.55,500,"POS",5
8710.84,500,"POS",5
98.1341,500,"POS",5
15453.2,500,"POS",5
28.863,500,"POS",5
29786.6,500,"POS",5
80.8163,500,"POS",5
473.353,500,"POS",5
69.2711,500,"POS",5
15620.6,500,"POS",5
75.0437,500,"POS",5
1408.51,500,"POS",5
25266.6,500,"POS",5
132.77,500,"POS",5
80.8163,500,"POS",5
161.633,500,"POS",5
15332,500,"POS",5
109.679,500,"POS",5
3301.92,500,"POS",5
236.676,500,"POS",5
2141.63,500,"POS",5
14575.8,500,"POS",5
5356.97,500,"POS",5
10390.7,500,"POS",5
1373.88,500,"POS",5
8104.72,500,"POS",5
98.1341,500,"POS",5
213.586,500,"POS",5
2880.52,500,"POS",5
473.353,500,"POS",5
421.399,500,"POS",5
7077.2,500,"POS",5
305.947,500,"POS",5
80.8163,500,"POS",5
1448.92,500,"POS",5
1420.06,500,"POS",5
305.947,500,"POS",5
109.679,500,"POS",5
57.7259,500,"POS",5
2765.07,500,"POS",5
1067.93,500,"POS",5
7129.15,500,"POS",5
13432.8,500,"POS",5
23673.4,500,"POS",5
20030.9,500,"POS",5
1812.59,500,"POS",5
80.8163,500,"POS",5
3376.97,500,"POS",5
352.128,500,"POS",5
15193.5,500,"POS",5
2892.07,500,"POS",5
126.997,500,"POS",5
109.679,500,"POS",5
207.813,500,"POS",5
1870.32,500,"POS",5
28.863,500,"POS",5
184.723,500,"POS",5
1073.7,500,"POS",5
623.44,500,"POS",5
375.219,500,"POS",5
40.4082,500,"POS",5
265.539,500,"POS",5
115.452,500,"POS",5
40442.8,500,"POS",5
634.985,500,"POS",5
40.4082,500,"POS",5
115.452,500,"POS",5
248.222,500,"POS",5
23.0904,500,"POS",5
150.087,500,"POS",5
230.904,500,"POS",5
132.77,500,"POS",5
4583.44,500,"POS",5
3838.78,500,"POS",5
6546.12,500,"POS",5
14471.9,500,"POS",5
323.265,500,"POS",5
2516.85,500,"POS",5
6049.68,500,"POS",5
323.265,500,"POS",5
935.16,500,"POS",5
369.446,500,"POS",5
202.041,500,"POS",5
14368,500,"POS",5
577.259,500,"POS",5
663.848,500,"POS",5
490.671,500,"POS",5
998.659,500,"POS",5
323.265,500,"POS",5
271.312,500,"POS",5
577.259,500,"POS",5
502.216,500,"POS",5
929.388,500,"POS",5
3082.57,500,"POS",5
75.0437,500,"POS",5
4063.91,500,"POS",5
271.312,500,"POS",5
756.21,500,"POS",5
5403.15,500,"POS",5
43941,500,"POS",5
865.889,500,"POS",5
363.673,500,"POS",5
14171.7,500,"POS",5
103.907,500,"POS",5
277.085,500,"POS",5
132.77,500,"POS",5
7423.56,500,"POS",5
2568.8,500,"POS",5
3833,500,"POS",5
40.4082,500,"POS",5
432.945,500,"POS",5
1564.37,500,"POS",5
456.035,500,"POS",5
2326.36,500,"POS",5
1062.16,500,"POS",5
710.029,500,"POS",5
444.49,500,"POS",5
704.256,500,"POS",5
733.119,500,"POS",5
438.717,500,"POS",5
2083.91,500,"POS",5
1183.38,500,"POS",5
17404.4,500,"POS",5
559.942,500,"POS",5
202.041,500,"POS",5
4098.54,500,"POS",5
57.7259,500,"POS",5
432.945,500,"POS",5
24568.2,500,"POS",5
178.95,500,"POS",5
1933.82,500,"POS",5
606.122,500,"POS",5
675.394,500,"POS",5
2060.82,500,"POS",5
1541.28,500,"POS",5
167.405,500,"POS",5
802.391,500,"POS",5
24204.5,500,"POS",5
60600.7,500,"POS",5
2118.54,500,"POS",5
3371.19,500,"POS",5
1668.28,500,"POS",5
392.536,500,"POS",5
69.2711,500,"POS",5
415.627,500,"POS",5
369.446,500,"POS",5
1466.24,500,"POS",5
178.95,500,"POS",5
121.224,500,"POS",5
40.4082,500,"POS",5
594.577,500,"POS",5
28.863,500,"POS",5
23.0904,500,"POS",5
40.4082,500,"POS",5
28.863,500,"POS",5
28.863,500,"POS",5
23.0904,500,"POS",5
34.6356,500,"POS",5
40.4082,500,"POS",5
23.0904,500,"POS",5
57.7259,500,"POS",5
23.0904,500,"POS",5
23.0904,500,"POS",5
28.863,500,"POS",5
369.446,500,"POS",5
126.997,500,"POS",5
8185.54,500,"POS",5
34.6356,500,"POS",5
31974.4,500,"POS",5
161.633,500,"POS",5
329.038,500,"POS",5
92.3615,500,"POS",5
11210.4,500,"POS",5
184.723,500,"POS",5
46.1808,500,"POS",5
57.7259,500,"POS",5
14333.4,500,"POS",5
92.3615,500,"POS",5
409.854,500,"POS",5
7896.91,500,"POS",5
7666.01,500,"POS",5
28.863,500,"POS",5
150.087,500,"POS",5
444.49,500,"POS",5
63181,500,"POS",5
190.496,500,"POS",5
1102.57,500,"POS",5
