"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
3082.57,125,"NEG",3
109.679,125,"NEG",3
28.863,125,"NEG",3
271.312,125,"NEG",3
28.863,125,"NEG",3
265.539,125,"NEG",3
34.6356,125,"NEG",3
28.863,125,"NEG",3
23.0904,125,"NEG",3
34.6356,125,"NEG",3
144.315,125,"NEG",3
23.0904,125,"NEG",3
294.402,125,"NEG",3
409.854,125,"NEG",3
1645.19,125,"NEG",3
854.344,125,"NEG",3
34.6356,125,"NEG",3
34.6356,125,"NEG",3
40.4082,125,"NEG",3
28.863,125,"NEG",3
28.863,125,"NEG",3
40.4082,125,"NEG",3
98.1341,125,"NEG",3
196.268,125,"NEG",3
40.4082,125,"NEG",3
236.676,125,"NEG",3
46.1808,125,"NEG",3
57.7259,125,"NEG",3
51.9533,125,"NEG",3
144.315,125,"NEG",3
190.496,125,"NEG",3
837.026,125,"NEG",3
213.586,125,"NEG",3
109.679,125,"NEG",3
28.863,125,"NEG",3
46.1808,125,"NEG",3
28.863,125,"NEG",3
23.0904,125,"NEG",3
1206.47,125,"NEG",3
1685.6,125,"NEG",3
294.402,125,"NEG",3
8231.72,125,"NEG",3
329.038,125,"NEG",3
329.038,125,"NEG",3
571.487,125,"NEG",3
288.63,125,"NEG",3
178.95,125,"NEG",3
2020.41,125,"NEG",3
311.72,125,"NEG",3
340.583,125,"NEG",3
1056.38,125,"NEG",3
502.216,125,"NEG",3
1460.47,125,"NEG",3
923.615,125,"NEG",3
173.178,125,"NEG",3
167.405,125,"NEG",3
271.312,125,"NEG",3
230.904,125,"NEG",3
28.863,125,"NEG",3
28.863,125,"NEG",3
23.0904,125,"NEG",3
23.0904,125,"NEG",3
380.991,125,"NEG",3
606.122,125,"NEG",3
150.087,125,"NEG",3
461.808,125,"NEG",3
230.904,125,"NEG",3
340.583,125,"NEG",3
225.131,125,"NEG",3
40.4082,125,"NEG",3
4681.57,125,"NEG",3
196.268,125,"NEG",3
346.356,125,"NEG",3
109.679,125,"NEG",3
10356,125,"NEG",3
40.4082,125,"NEG",3
3896.5,125,"NEG",3
23.0904,125,"NEG",3
617.668,125,"NEG",3
860.117,125,"NEG",3
1212.24,125,"NEG",3
103.907,125,"NEG",3
126.997,125,"NEG",3
132.77,125,"NEG",3
490.671,125,"NEG",3
1858.78,125,"NEG",3
242.449,125,"NEG",3
2078.13,125,"NEG",3
98.1341,125,"NEG",3
1345.01,125,"NEG",3
190.496,125,"NEG",3
1091.02,125,"NEG",3
392.536,125,"NEG",3
126.997,125,"NEG",3
219.359,125,"NEG",3
288.63,125,"NEG",3
132.77,125,"NEG",3
2060.82,125,"NEG",3
150.087,125,"NEG",3
138.542,125,"NEG",3
369.446,125,"NEG",3
2130.09,125,"NEG",3
773.528,125,"NEG",3
432.945,125,"NEG",3
248.222,125,"NEG",3
288.63,125,"NEG",3
34.6356,125,"NEG",3
848.571,125,"NEG",3
744.665,125,"NEG",3
225.131,125,"NEG",3
323.265,125,"NEG",3
271.312,125,"NEG",3
57.7259,125,"NEG",3
57.7259,125,"NEG",3
3671.37,125,"NEG",3
236.676,125,"NEG",3
554.169,125,"NEG",3
346.356,125,"NEG",3
230.904,125,"NEG",3
750.437,125,"NEG",3
4872.07,125,"NEG",3
34.6356,125,"NEG",3
34.6356,125,"NEG",3
98.1341,125,"NEG",3
23.0904,125,"NEG",3
115.452,125,"NEG",3
75.0437,125,"NEG",3
6892.48,125,"NEG",3
34.6356,125,"NEG",3
4872.07,125,"NEG",3
51.9533,125,"NEG",3
23.0904,125,"NEG",3
917.842,125,"NEG",3
681.166,125,"NEG",3
