"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
10367.6,125,"NEG",6
484.898,125,"NEG",6
1968.45,125,"NEG",6
479.125,125,"NEG",6
23.0904,125,"NEG",6
432.945,125,"NEG",6
219.359,125,"NEG",6
346.356,125,"NEG",6
860.117,125,"NEG",6
202.041,125,"NEG",6
282.857,125,"NEG",6
1056.38,125,"NEG",6
219.359,125,"NEG",6
196.268,125,"NEG",6
51.9533,125,"NEG",6
923.615,125,"NEG",6
398.309,125,"NEG",6
7186.88,125,"NEG",6
23.0904,125,"NEG",6
103.907,125,"NEG",6
554.169,125,"NEG",6
588.805,125,"NEG",6
277.085,125,"NEG",6
935.16,125,"NEG",6
23.0904,125,"NEG",6
98.1341,125,"NEG",6
3169.15,125,"NEG",6
288.63,125,"NEG",6
525.306,125,"NEG",6
1316.15,125,"NEG",6
28.863,125,"NEG",6
190.496,125,"NEG",6
23.0904,125,"NEG",6
767.755,125,"NEG",6
34.6356,125,"NEG",6
132.77,125,"NEG",6
738.892,125,"NEG",6
202.041,125,"NEG",6
409.854,125,"NEG",6
565.714,125,"NEG",6
536.851,125,"NEG",6
132.77,125,"NEG",6
277.085,125,"NEG",6
150.087,125,"NEG",6
329.038,125,"NEG",6
404.082,125,"NEG",6
496.443,125,"NEG",6
23.0904,125,"NEG",6
6061.22,125,"NEG",6
380.991,125,"NEG",6
98.1341,125,"NEG",6
259.767,125,"NEG",6
294.402,125,"NEG",6
144.315,125,"NEG",6
126.997,125,"NEG",6
519.533,125,"NEG",6
461.808,125,"NEG",6
155.86,125,"NEG",6
1777.96,125,"NEG",6
150.087,125,"NEG",6
998.659,125,"NEG",6
75.0437,125,"NEG",6
109.679,125,"NEG",6
121.224,125,"NEG",6
126.997,125,"NEG",6
1004.43,125,"NEG",6
282.857,125,"NEG",6
1235.34,125,"NEG",6
75.0437,125,"NEG",6
571.487,125,"NEG",6
1096.79,125,"NEG",6
23.0904,125,"NEG",6
940.933,125,"NEG",6
906.297,125,"NEG",6
2066.59,125,"NEG",6
444.49,125,"NEG",6
34.6356,125,"NEG",6
167.405,125,"NEG",6
1027.52,125,"NEG",6
958.251,125,"NEG",6
86.5889,125,"NEG",6
992.886,125,"NEG",6
115.452,125,"NEG",6
340.583,125,"NEG",6
3423.15,125,"NEG",6
565.714,125,"NEG",6
2811.25,125,"NEG",6
9132.24,125,"NEG",6
346.356,125,"NEG",6
40.4082,125,"NEG",6
57.7259,125,"NEG",6
311.72,125,"NEG",6
173.178,125,"NEG",6
796.618,125,"NEG",6
138.542,125,"NEG",6
46.1808,125,"NEG",6
964.023,125,"NEG",6
80.8163,125,"NEG",6
634.985,125,"NEG",6
34.6356,125,"NEG",6
28.863,125,"NEG",6
75.0437,125,"NEG",6
51.9533,125,"NEG",6
253.994,125,"NEG",6
28.863,125,"NEG",6
23.0904,125,"NEG",6
57.7259,125,"NEG",6
51.9533,125,"NEG",6
28.863,125,"NEG",6
98.1341,125,"NEG",6
109.679,125,"NEG",6
225.131,125,"NEG",6
51.9533,125,"NEG",6
57.7259,125,"NEG",6
34.6356,125,"NEG",6
51.9533,125,"NEG",6
329.038,125,"NEG",6
103.907,125,"NEG",6
207.813,125,"NEG",6
652.303,125,"NEG",6
398.309,125,"NEG",6
1125.66,125,"NEG",6
357.901,125,"NEG",6
548.396,125,"NEG",6
346.356,125,"NEG",6
1177.61,125,"NEG",6
704.256,125,"NEG",6
86.5889,125,"NEG",6
40.4082,125,"NEG",6
202.041,125,"NEG",6
323.265,125,"NEG",6
496.443,125,"NEG",6
190.496,125,"NEG",6
473.353,125,"NEG",6
202.041,125,"NEG",6
531.079,125,"NEG",6
34.6356,125,"NEG",6
69.2711,125,"NEG",6
121.224,125,"NEG",6
92.3615,125,"NEG",6
63.4985,125,"NEG",6
57.7259,125,"NEG",6
28.863,125,"NEG",6
28.863,125,"NEG",6
230.904,125,"NEG",6
178.95,125,"NEG",6
1650.96,125,"NEG",6
259.767,125,"NEG",6
634.985,125,"NEG",6
23.0904,125,"NEG",6
28.863,125,"NEG",6
40.4082,125,"NEG",6
23.0904,125,"NEG",6
51.9533,125,"NEG",6
23.0904,125,"NEG",6
23.0904,125,"NEG",6
167.405,125,"NEG",6
167.405,125,"NEG",6
190.496,125,"NEG",6
271.312,125,"NEG",6
75.0437,125,"NEG",6
1402.74,125,"NEG",6
1281.52,125,"NEG",6
392.536,125,"NEG",6
473.353,125,"NEG",6
