"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
559.942,125,"NEG",1
352.128,125,"NEG",1
577.259,125,"NEG",1
813.936,125,"NEG",1
305.947,125,"NEG",1
259.767,125,"NEG",1
675.394,125,"NEG",1
202.041,125,"NEG",1
288.63,125,"NEG",1
1373.88,125,"NEG",1
790.845,125,"NEG",1
369.446,125,"NEG",1
542.624,125,"NEG",1
126.997,125,"NEG",1
225.131,125,"NEG",1
213.586,125,"NEG",1
386.764,125,"NEG",1
3896.5,125,"NEG",1
779.3,125,"NEG",1
248.222,125,"NEG",1
1674.05,125,"NEG",1
202.041,125,"NEG",1
28.863,125,"NEG",1
340.583,125,"NEG",1
715.802,125,"NEG",1
40.4082,125,"NEG",1
115.452,125,"NEG",1
733.119,125,"NEG",1
138.542,125,"NEG",1
375.219,125,"NEG",1
363.673,125,"NEG",1
311.72,125,"NEG",1
490.671,125,"NEG",1
259.767,125,"NEG",1
663.848,125,"NEG",1
161.633,125,"NEG",1
796.618,125,"NEG",1
248.222,125,"NEG",1
196.268,125,"NEG",1
242.449,125,"NEG",1
3521.28,125,"NEG",1
242.449,125,"NEG",1
698.484,125,"NEG",1
634.985,125,"NEG",1
213.586,125,"NEG",1
1079.48,125,"NEG",1
415.627,125,"NEG",1
75.0437,125,"NEG",1
1408.51,125,"NEG",1
86.5889,125,"NEG",1
698.484,125,"NEG",1
236.676,125,"NEG",1
259.767,125,"NEG",1
484.898,125,"NEG",1
80.8163,125,"NEG",1
103.907,125,"NEG",1
173.178,125,"NEG",1
623.44,125,"NEG",1
785.073,125,"NEG",1
375.219,125,"NEG",1
940.933,125,"NEG",1
2372.54,125,"NEG",1
248.222,125,"NEG",1
184.723,125,"NEG",1
317.493,125,"NEG",1
155.86,125,"NEG",1
548.396,125,"NEG",1
444.49,125,"NEG",1
294.402,125,"NEG",1
190.496,125,"NEG",1
1933.82,125,"NEG",1
167.405,125,"NEG",1
773.528,125,"NEG",1
219.359,125,"NEG",1
357.901,125,"NEG",1
750.437,125,"NEG",1
357.901,125,"NEG",1
271.312,125,"NEG",1
23.0904,125,"NEG",1
1564.37,125,"NEG",1
900.525,125,"NEG",1
4167.81,125,"NEG",1
652.303,125,"NEG",1
115.452,125,"NEG",1
421.399,125,"NEG",1
577.259,125,"NEG",1
144.315,125,"NEG",1
184.723,125,"NEG",1
161.633,125,"NEG",1
92.3615,125,"NEG",1
259.767,125,"NEG",1
767.755,125,"NEG",1
1206.47,125,"NEG",1
386.764,125,"NEG",1
3734.87,125,"NEG",1
4323.67,125,"NEG",1
427.172,125,"NEG",1
311.72,125,"NEG",1
28.863,125,"NEG",1
40.4082,125,"NEG",1
75.0437,125,"NEG",1
40.4082,125,"NEG",1
28.863,125,"NEG",1
484.898,125,"NEG",1
184.723,125,"NEG",1
40.4082,125,"NEG",1
375.219,125,"NEG",1
484.898,125,"NEG",1
363.673,125,"NEG",1
583.032,125,"NEG",1
785.073,125,"NEG",1
1483.56,125,"NEG",1
796.618,125,"NEG",1
196.268,125,"NEG",1
646.531,125,"NEG",1
1264.2,125,"NEG",1
790.845,125,"NEG",1
190.496,125,"NEG",1
865.889,125,"NEG",1
738.892,125,"NEG",1
375.219,125,"NEG",1
138.542,125,"NEG",1
57.7259,125,"NEG",1
23.0904,125,"NEG",1
51.9533,125,"NEG",1
23.0904,125,"NEG",1
92.3615,125,"NEG",1
23.0904,125,"NEG",1
173.178,125,"NEG",1
1777.96,125,"NEG",1
1893.41,125,"NEG",1
773.528,125,"NEG",1
40.4082,125,"NEG",1
28.863,125,"NEG",1
415.627,125,"NEG",1
207.813,125,"NEG",1
236.676,125,"NEG",1
265.539,125,"NEG",1
588.805,125,"NEG",1
300.175,125,"NEG",1
311.72,125,"NEG",1
155.86,125,"NEG",1
109.679,125,"NEG",1
271.312,125,"NEG",1
369.446,125,"NEG",1
507.988,125,"NEG",1
1789.5,125,"NEG",1
184.723,125,"NEG",1
467.58,125,"NEG",1
300.175,125,"NEG",1
808.163,125,"NEG",1
