"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
282.857,250,"NEG",6
513.761,250,"NEG",6
484.898,250,"NEG",6
173.178,250,"NEG",6
173.178,250,"NEG",6
409.854,250,"NEG",6
150.087,250,"NEG",6
1327.7,250,"NEG",6
583.032,250,"NEG",6
404.082,250,"NEG",6
525.306,250,"NEG",6
392.536,250,"NEG",6
513.761,250,"NEG",6
109.679,250,"NEG",6
271.312,250,"NEG",6
611.895,250,"NEG",6
409.854,250,"NEG",6
1448.92,250,"NEG",6
190.496,250,"NEG",6
1766.41,250,"NEG",6
623.44,250,"NEG",6
323.265,250,"NEG",6
121.224,250,"NEG",6
1339.24,250,"NEG",6
340.583,250,"NEG",6
415.627,250,"NEG",6
294.402,250,"NEG",6
363.673,250,"NEG",6
363.673,250,"NEG",6
877.434,250,"NEG",6
305.947,250,"NEG",6
253.994,250,"NEG",6
1350.79,250,"NEG",6
669.621,250,"NEG",6
1368.1,250,"NEG",6
813.936,250,"NEG",6
253.994,250,"NEG",6
421.399,250,"NEG",6
86.5889,250,"NEG",6
929.388,250,"NEG",6
565.714,250,"NEG",6
109.679,250,"NEG",6
271.312,250,"NEG",6
623.44,250,"NEG",6
1264.2,250,"NEG",6
352.128,250,"NEG",6
1922.27,250,"NEG",6
225.131,250,"NEG",6
577.259,250,"NEG",6
1547.06,250,"NEG",6
1044.84,250,"NEG",6
404.082,250,"NEG",6
184.723,250,"NEG",6
704.256,250,"NEG",6
4029.27,250,"NEG",6
571.487,250,"NEG",6
363.673,250,"NEG",6
282.857,250,"NEG",6
536.851,250,"NEG",6
334.81,250,"NEG",6
854.344,250,"NEG",6
75.0437,250,"NEG",6
2101.22,250,"NEG",6
1529.74,250,"NEG",6
987.114,250,"NEG",6
242.449,250,"NEG",6
623.44,250,"NEG",6
871.662,250,"NEG",6
138.542,250,"NEG",6
57.7259,250,"NEG",6
559.942,250,"NEG",6
542.624,250,"NEG",6
317.493,250,"NEG",6
138.542,250,"NEG",6
236.676,250,"NEG",6
178.95,250,"NEG",6
646.531,250,"NEG",6
184.723,250,"NEG",6
513.761,250,"NEG",6
190.496,250,"NEG",6
1933.82,250,"NEG",6
611.895,250,"NEG",6
132.77,250,"NEG",6
86.5889,250,"NEG",6
340.583,250,"NEG",6
28.863,250,"NEG",6
23.0904,250,"NEG",6
28.863,250,"NEG",6
28.863,250,"NEG",6
63.4985,250,"NEG",6
28.863,250,"NEG",6
138.542,250,"NEG",6
248.222,250,"NEG",6
51.9533,250,"NEG",6
23.0904,250,"NEG",6
86.5889,250,"NEG",6
28.863,250,"NEG",6
75.0437,250,"NEG",6
352.128,250,"NEG",6
230.904,250,"NEG",6
1864.55,250,"NEG",6
271.312,250,"NEG",6
167.405,250,"NEG",6
888.98,250,"NEG",6
300.175,250,"NEG",6
294.402,250,"NEG",6
363.673,250,"NEG",6
507.988,250,"NEG",6
1858.78,250,"NEG",6
15926.6,250,"NEG",6
57.7259,250,"NEG",6
542.624,250,"NEG",6
173.178,250,"NEG",6
121.224,250,"NEG",6
663.848,250,"NEG",6
28.863,250,"NEG",6
1483.56,250,"NEG",6
559.942,250,"NEG",6
421.399,250,"NEG",6
259.767,250,"NEG",6
1015.98,250,"NEG",6
