"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
219.359,63,"POS",1
51.9533,63,"POS",1
51.9533,63,"POS",1
946.705,63,"POS",1
1310.38,63,"POS",1
744.665,63,"POS",1
484.898,63,"POS",1
964.023,63,"POS",1
710.029,63,"POS",1
334.81,63,"POS",1
271.312,63,"POS",1
184.723,63,"POS",1
432.945,63,"POS",1
404.082,63,"POS",1
207.813,63,"POS",1
28.863,63,"POS",1
75.0437,63,"POS",1
288.63,63,"POS",1
611.895,63,"POS",1
519.533,63,"POS",1
848.571,63,"POS",1
98.1341,63,"POS",1
34.6356,63,"POS",1
63.4985,63,"POS",1
98.1341,63,"POS",1
103.907,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
196.268,63,"POS",1
23.0904,63,"POS",1
34.6356,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
34.6356,63,"POS",1
28.863,63,"POS",1
23.0904,63,"POS",1
51.9533,63,"POS",1
34.6356,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
34.6356,63,"POS",1
28.863,63,"POS",1
28.863,63,"POS",1
28.863,63,"POS",1
23.0904,63,"POS",1
565.714,63,"POS",1
150.087,63,"POS",1
207.813,63,"POS",1
288.63,63,"POS",1
173.178,63,"POS",1
34.6356,63,"POS",1
69.2711,63,"POS",1
34.6356,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
23.0904,63,"POS",1
51.9533,63,"POS",1
404.082,63,"POS",1
51.9533,63,"POS",1
40.4082,63,"POS",1
28.863,63,"POS",1
34.6356,63,"POS",1
98.1341,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
57.7259,63,"POS",1
86.5889,63,"POS",1
23.0904,63,"POS",1
103.907,63,"POS",1
352.128,63,"POS",1
415.627,63,"POS",1
98.1341,63,"POS",1
98.1341,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
34.6356,63,"POS",1
46.1808,63,"POS",1
28.863,63,"POS",1
51.9533,63,"POS",1
69.2711,63,"POS",1
144.315,63,"POS",1
225.131,63,"POS",1
305.947,63,"POS",1
225.131,63,"POS",1
686.939,63,"POS",1
213.586,63,"POS",1
103.907,63,"POS",1
75.0437,63,"POS",1
103.907,63,"POS",1
86.5889,63,"POS",1
46.1808,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
311.72,63,"POS",1
785.073,63,"POS",1
467.58,63,"POS",1
259.767,63,"POS",1
727.347,63,"POS",1
173.178,63,"POS",1
202.041,63,"POS",1
525.306,63,"POS",1
525.306,63,"POS",1
2464.9,63,"POS",1
1373.88,63,"POS",1
6626.94,63,"POS",1
5928.45,63,"POS",1
305.947,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
28.863,63,"POS",1
63.4985,63,"POS",1
23.0904,63,"POS",1
248.222,63,"POS",1
63.4985,63,"POS",1
23.0904,63,"POS",1
80.8163,63,"POS",1
103.907,63,"POS",1
103.907,63,"POS",1
69.2711,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
450.262,63,"POS",1
103.907,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
23.0904,63,"POS",1
40.4082,63,"POS",1
86.5889,63,"POS",1
663.848,63,"POS",1
57.7259,63,"POS",1
46.1808,63,"POS",1
63.4985,63,"POS",1
92.3615,63,"POS",1
23.0904,63,"POS",1
98.1341,63,"POS",1
115.452,63,"POS",1
28.863,63,"POS",1
721.574,63,"POS",1
825.481,63,"POS",1
813.936,63,"POS",1
7873.82,63,"POS",1
606.122,63,"POS",1
219.359,63,"POS",1
23.0904,63,"POS",1
92.3615,63,"POS",1
63.4985,63,"POS",1
34.6356,63,"POS",1
196.268,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
744.665,63,"POS",1
1258.43,63,"POS",1
86.5889,63,"POS",1
80.8163,63,"POS",1
946.705,63,"POS",1
173.178,63,"POS",1
51.9533,63,"POS",1
75.0437,63,"POS",1
23.0904,63,"POS",1
115.452,63,"POS",1
23.0904,63,"POS",1
28.863,63,"POS",1
28.863,63,"POS",1
80.8163,63,"POS",1
7908.45,63,"POS",1
7313.88,63,"POS",1
23.0904,63,"POS",1
34.6356,63,"POS",1
138.542,63,"POS",1
831.254,63,"POS",1
2736.21,63,"POS",1
242.449,63,"POS",1
652.303,63,"POS",1
663.848,63,"POS",1
3480.87,63,"POS",1
1414.29,63,"POS",1
329.038,63,"POS",1
23.0904,63,"POS",1
277.085,63,"POS",1
103.907,63,"POS",1
1402.74,63,"POS",1
1235.34,63,"POS",1
357.901,63,"POS",1
357.901,63,"POS",1
386.764,63,"POS",1
219.359,63,"POS",1
756.21,63,"POS",1
311.72,63,"POS",1
