"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
196.268,125,"NEG",2
132.77,125,"NEG",2
710.029,125,"NEG",2
109.679,125,"NEG",2
4011.95,125,"NEG",2
750.437,125,"NEG",2
115.452,125,"NEG",2
3273.06,125,"NEG",2
9028.34,125,"NEG",2
3619.42,125,"NEG",2
138.542,125,"NEG",2
57.7259,125,"NEG",2
115.452,125,"NEG",2
230.904,125,"NEG",2
6511.49,125,"NEG",2
363.673,125,"NEG",2
329.038,125,"NEG",2
277.085,125,"NEG",2
121.224,125,"NEG",2
190.496,125,"NEG",2
63.4985,125,"NEG",2
138.542,125,"NEG",2
51.9533,125,"NEG",2
138.542,125,"NEG",2
57.7259,125,"NEG",2
75.0437,125,"NEG",2
34.6356,125,"NEG",2
109.679,125,"NEG",2
40.4082,125,"NEG",2
415.627,125,"NEG",2
3960,125,"NEG",2
629.213,125,"NEG",2
548.396,125,"NEG",2
681.166,125,"NEG",2
202.041,125,"NEG",2
473.353,125,"NEG",2
144.315,125,"NEG",2
334.81,125,"NEG",2
282.857,125,"NEG",2
461.808,125,"NEG",2
409.854,125,"NEG",2
2776.62,125,"NEG",2
219.359,125,"NEG",2
750.437,125,"NEG",2
98.1341,125,"NEG",2
6615.39,125,"NEG",2
542.624,125,"NEG",2
213.586,125,"NEG",2
34.6356,125,"NEG",2
311.72,125,"NEG",2
1506.65,125,"NEG",2
98.1341,125,"NEG",2
69.2711,125,"NEG",2
23.0904,125,"NEG",2
46.1808,125,"NEG",2
23.0904,125,"NEG",2
69.2711,125,"NEG",2
40.4082,125,"NEG",2
23.0904,125,"NEG",2
2078.13,125,"NEG",2
692.711,125,"NEG",2
277.085,125,"NEG",2
167.405,125,"NEG",2
502.216,125,"NEG",2
92.3615,125,"NEG",2
380.991,125,"NEG",2
542.624,125,"NEG",2
438.717,125,"NEG",2
467.58,125,"NEG",2
559.942,125,"NEG",2
305.947,125,"NEG",2
46.1808,125,"NEG",2
28.863,125,"NEG",2
46.1808,125,"NEG",2
23.0904,125,"NEG",2
271.312,125,"NEG",2
323.265,125,"NEG",2
28.863,125,"NEG",2
2591.89,125,"NEG",2
10644.7,125,"NEG",2
565.714,125,"NEG",2
992.886,125,"NEG",2
329.038,125,"NEG",2
23.0904,125,"NEG",2
294.402,125,"NEG",2
178.95,125,"NEG",2
346.356,125,"NEG",2
213.586,125,"NEG",2
8543.44,125,"NEG",2
126.997,125,"NEG",2
883.207,125,"NEG",2
28.863,125,"NEG",2
23.0904,125,"NEG",2
8826.3,125,"NEG",2
34.6356,125,"NEG",2
57.7259,125,"NEG",2
28.863,125,"NEG",2
357.901,125,"NEG",2
300.175,125,"NEG",2
23.0904,125,"NEG",2
51.9533,125,"NEG",2
28.863,125,"NEG",2
40.4082,125,"NEG",2
69.2711,125,"NEG",2
5991.95,125,"NEG",2
484.898,125,"NEG",2
225.131,125,"NEG",2
7983.5,125,"NEG",2
456.035,125,"NEG",2
981.341,125,"NEG",2
225.131,125,"NEG",2
727.347,125,"NEG",2
132.77,125,"NEG",2
640.758,125,"NEG",2
883.207,125,"NEG",2
40.4082,125,"NEG",2
1056.38,125,"NEG",2
259.767,125,"NEG",2
3931.14,125,"NEG",2
184.723,125,"NEG",2
484.898,125,"NEG",2
479.125,125,"NEG",2
126.997,125,"NEG",2
479.125,125,"NEG",2
2511.08,125,"NEG",2
75.0437,125,"NEG",2
103.907,125,"NEG",2
623.44,125,"NEG",2
785.073,125,"NEG",2
375.219,125,"NEG",2
167.405,125,"NEG",2
1627.87,125,"NEG",2
98.1341,125,"NEG",2
1327.7,125,"NEG",2
808.163,125,"NEG",2
323.265,125,"NEG",2
28.863,125,"NEG",2
23.0904,125,"NEG",2
28.863,125,"NEG",2
40.4082,125,"NEG",2
23.0904,125,"NEG",2
28.863,125,"NEG",2
40.4082,125,"NEG",2
34.6356,125,"NEG",2
23.0904,125,"NEG",2
46.1808,125,"NEG",2
40.4082,125,"NEG",2
57.7259,125,"NEG",2
69.2711,125,"NEG",2
21093.1,125,"NEG",2
23.0904,125,"NEG",2
121.224,125,"NEG",2
190.496,125,"NEG",2
305.947,125,"NEG",2
1552.83,125,"NEG",2
542.624,125,"NEG",2
1275.74,125,"NEG",2
109.679,125,"NEG",2
329.038,125,"NEG",2
161.633,125,"NEG",2
756.21,125,"NEG",2
80.8163,125,"NEG",2
213.586,125,"NEG",2
4335.22,125,"NEG",2
813.936,125,"NEG",2
346.356,125,"NEG",2
1050.61,125,"NEG",2
1489.33,125,"NEG",2
357.901,125,"NEG",2
380.991,125,"NEG",2
490.671,125,"NEG",2
681.166,125,"NEG",2
277.085,125,"NEG",2
196.268,125,"NEG",2
606.122,125,"NEG",2
184.723,125,"NEG",2
138.542,125,"NEG",2
92.3615,125,"NEG",2
