"Object_Area_um2","CellSeedingDensity","ReporterGroup","Replicate"
202.041,63,"NEG",2
1904.96,63,"NEG",2
271.312,63,"NEG",2
1091.02,63,"NEG",2
450.262,63,"NEG",2
184.723,63,"NEG",2
92.3615,63,"NEG",2
219.359,63,"NEG",2
380.991,63,"NEG",2
23.0904,63,"NEG",2
23.0904,63,"NEG",2
23.0904,63,"NEG",2
34.6356,63,"NEG",2
28.863,63,"NEG",2
46.1808,63,"NEG",2
115.452,63,"NEG",2
75.0437,63,"NEG",2
46.1808,63,"NEG",2
46.1808,63,"NEG",2
23.0904,63,"NEG",2
57.7259,63,"NEG",2
1160.29,63,"NEG",2
28.863,63,"NEG",2
150.087,63,"NEG",2
109.679,63,"NEG",2
1119.88,63,"NEG",2
28.863,63,"NEG",2
51.9533,63,"NEG",2
28.863,63,"NEG",2
28.863,63,"NEG",2
40.4082,63,"NEG",2
173.178,63,"NEG",2
369.446,63,"NEG",2
317.493,63,"NEG",2
40.4082,63,"NEG",2
34.6356,63,"NEG",2
34.6356,63,"NEG",2
51.9533,63,"NEG",2
46.1808,63,"NEG",2
40.4082,63,"NEG",2
577.259,63,"NEG",2
98.1341,63,"NEG",2
554.169,63,"NEG",2
5235.74,63,"NEG",2
230.904,63,"NEG",2
594.577,63,"NEG",2
75.0437,63,"NEG",2
23.0904,63,"NEG",2
46.1808,63,"NEG",2
444.49,63,"NEG",2
86.5889,63,"NEG",2
334.81,63,"NEG",2
675.394,63,"NEG",2
1593.24,63,"NEG",2
109.679,63,"NEG",2
28.863,63,"NEG",2
23.0904,63,"NEG",2
450.262,63,"NEG",2
28.863,63,"NEG",2
23.0904,63,"NEG",2
75.0437,63,"NEG",2
1610.55,63,"NEG",2
23.0904,63,"NEG",2
28.863,63,"NEG",2
173.178,63,"NEG",2
912.07,63,"NEG",2
34.6356,63,"NEG",2
10615.8,63,"NEG",2
6759.71,63,"NEG",2
23.0904,63,"NEG",2
207.813,63,"NEG",2
369.446,63,"NEG",2
219.359,63,"NEG",2
496.443,63,"NEG",2
1015.98,63,"NEG",2
1171.84,63,"NEG",2
473.353,63,"NEG",2
623.44,63,"NEG",2
3065.25,63,"NEG",2
248.222,63,"NEG",2
294.402,63,"NEG",2
300.175,63,"NEG",2
577.259,63,"NEG",2
808.163,63,"NEG",2
334.81,63,"NEG",2
10356,63,"NEG",2
8324.08,63,"NEG",2
8722.39,63,"NEG",2
109.679,63,"NEG",2
456.035,63,"NEG",2
1575.92,63,"NEG",2
490.671,63,"NEG",2
340.583,63,"NEG",2
467.58,63,"NEG",2
1039.07,63,"NEG",2
178.95,63,"NEG",2
132.77,63,"NEG",2
4566.12,63,"NEG",2
1396.97,63,"NEG",2
1275.74,63,"NEG",2
28.863,63,"NEG",2
20319.5,63,"NEG",2
23.0904,63,"NEG",2
132.77,63,"NEG",2
69.2711,63,"NEG",2
46.1808,63,"NEG",2
28.863,63,"NEG",2
34.6356,63,"NEG",2
34.6356,63,"NEG",2
28.863,63,"NEG",2
28.863,63,"NEG",2
34.6356,63,"NEG",2
57.7259,63,"NEG",2
28.863,63,"NEG",2
34.6356,63,"NEG",2
34.6356,63,"NEG",2
1085.25,63,"NEG",2
219.359,63,"NEG",2
23.0904,63,"NEG",2
